customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,customer_name
5e4b0c76f331945cd0ebb67a3adce403,8d66f98c026e3d77ea0c70f5a2c8e98e,2231,sao paulo,SP,Matthew Azevedo
0f2ce860d58a0af36c83ac27a7b127fb,4105645a2e9d4e2452957b11df3a2a04,13190,monte mor,SP,Isabela Azevedo
489b09be68ed44791c5b0eba7dc7eab3,08c07c761592a71b85136aa4fe76a6f4,48890,valente,BA,Aria Cunha
6739d1a6b151dfa87a505b1c8798edbd,091e8f3526ef6dcc235f5fbbcdbeb003,8452,sao paulo,SP,Mia Araujo
19256cec9e847b0c1a2922e56fec42a4,c107527184a9e9f426fc5a3e89cfb7e1,23870,vila muriqui,RJ,Sophia Freitas
e64de5d804d3158ba8baf701952683d5,bafb028d76909431de5d03693482a0a9,39401,montes claros,MG,Nora Melo
40aa5aa3e0a9d5cbcec2281f2927b576,e2c59e02e343f49861fc454410cab380,8461,sao paulo,SP,Luna Melo
79a4c16fed29a84462e7b5c831464cca,e25ecad4f206325588f4b913642377eb,94451,viamao,RS,Fernanda Gomes
21906853307eab2fb1743556a919e9bd,89be91f6d069773a65226b2773313752,83601,campo largo,PR,Layla Pereira
10a1c1849bdaf9e98abf78bdc22894f6,9149b9d31ac43b208255fe4250d6a932,7830,franco da rocha,SP,Owen Costa
db9fca3fe54ebcbdb9ccf151ab539a1c,d60f975f4963e68430e95a8f4ecdbda6,38701,patos de minas,MG,Rafael Ribeiro
3bb2ca99ebaefce6b686af18c74833c3,508cae50c5c1e72079d266a513bca9ae,15061,sao jose do rio preto,SP,Leo Cunha
3b6828a50ffe546942b7a473d70ac0fc,ccafc1c3f270410521c3c6f3b249870f,74820,goiania,GO,David Reis
b944bb22321bd45c41e8c80019664269,c162adcfa9cdc729ccea19ed898d7e6b,31035,belo horizonte,MG,Sophia Fonseca
3033498ec1047e6944f31409dfcdd579,447cbda062c49d5c639f8f2021bcb1d7,36085,juiz de fora,MG,Marco Vieira
e0122fe0b17a97af3a4e8b5580a06bb1,bf0754bdfa216fb85c2c68b121356b29,3951,sao paulo,SP,Diego Machado
33a0ede763ee223996e200f111e33592,dfaeedb50d4f20b01551db05f8c0691d,14403,franca,SP,Ryan Pereira
194217f100c929d041ca22c943cbd3b9,41a5aaeee13791d4c3b60aea6b8f800a,4671,sao paulo,SP,Aria Lima
ec8b4c21b7b12f71327c523fd81cba91,7cc03c08d005325866a066545987dbfe,29144,cariacica,ES,Mason Gomes
1127eaf6f0879e5d8d406fb70b4aa3bf,523fcd1a45edbdbe50ac7159aeb0c43b,3025,sao paulo,SP,Charlotte Moreira
0dd884f71795de2277b374e5714f7102,b4e821d1470e0b442d201d391a455738,3438,sao paulo,SP,Luis Marques
5351615f68df64959aa713281ab51d49,3f2ce09e2715fc85c87c84f72aad5aca,20720,rio de janeiro,RJ,Harper Ribeiro
bea2a34b3a4d3ce446b7108e1e8b0bc0,4ea54ed88fe3f53b7a4a491530a977d9,95181,farroupilha,RS,Ava Moreira
b5e467a2fd8bbb9e93feecceae7f4261,15ee07403c7aa3b0e895def363cc4a55,19210,tarabai,SP,Mason Araujo
5e1ae27895d0dce5388c6e9529f10840,6cdb0af66d147aaa257692164e8e39dd,11700,praia grande,SP,Ava Ramos
f16d43d5d628050388352f38cfa97c4d,8660311748ba18cadc814eb18fe8472a,21921,rio de janeiro,RJ,Valentina Souza
0089c34393989276de67746531e0df21,320388520e5f7afe7c97489ea2732796,6397,carapicuiba,SP,Julia Costa
25d9549b5702c8af2fc3de4411fc30df,ef5f99fa803762d909efc117e08c4a4e,13486,limeira,SP,Ella Ramos
d118674ac7bfbd3385a7546522278e5d,13cdb9d2530b1193e81f0c447924d2f0,4140,sao paulo,SP,Owen Correia
603e99653f7b17aa9e8c74deb98c4acf,896127e8028262e6b0a37ecaf8f3955d,8280,sao paulo,SP,Liam Lima
a4f16a013ae45f11edd3552e63ce589a,b0214eb6208ef4043d6adbf5980397bd,11040,santos,SP,Amelia Vieira
da9d48cb8449edad3619186b3dd0c180,1e007f34a068548c0f0a411e301fa115,5520,sao paulo,SP,Sofia Nunes
bce76905ad97b841d0dfd550f4e16b1d,7480359f2bfb287f5723a3025890d06a,36570,vicosa,MG,Ethan Ramos
298aeb3893e2ab07eae2950da9635e0f,7eafe82893dd532dfca83b213e98981b,22251,rio de janeiro,RJ,Diego Araujo
ba91d8d4f43c684f071274292c2aee5d,2364ef5bad66038d7345fb7460b6322d,59795,felipe guerra,RN,Liam Reis
8cca079a61c78c1cc7a1a9ef4a6121e5,09f890c3ae1626f1044e52e1c8d3707a,8505,ferraz de vasconcelos,SP,Pedro Souza
7f17dd631b8dc8b6c16c9d6f98b3677a,a7670e23156051f6da9afc37e7309b2d,7150,guarulhos,SP,Aria Rocha
67372e0bce729cebb559886b6c4d9e2e,c9fff85f2617b8e1a78142aa11ee962f,16057,aracatuba,SP,Harper Melo
6fb5713936cb9444969c88b385cc74fa,f235dc2756cefa86c633b30cb510ae26,2022,sao paulo,SP,Lucas Moura
94c77712fe3ec92d0d952eae35dacd98,4736edc381da3d6dc96db9e901e3c4cf,13213,jundiai,SP,Grace Nunes
2dbb8beaee5122cd247ae28b0caa47c1,7b7083ce4386a6c716311a0e156bc56e,13211,jundiai,SP,Leticia Silva
dca999dc00cc6e462ec7aaf3e62008ad,5ebc16fa8e8f7628425904c85c99760a,36900,manhuacu,MG,Mia Almeida
aae14cc68c254aa377d8a2139e3c7c72,32d981bbadb92a8763089fdbbc16bfa8,24425,sao goncalo,RJ,Maria Lima
449150a1b645337bcbe7ba5cdb8b709e,ddc8637a62b6449192c5140f2a81bd93,85015,guarapuava,PR,Matthew Machado
e2431d4ec21d4a66b411af4e65c4cb1b,7a2cb8d19676becd361d051a9684d084,77470,formoso do araguaia,TO,Amelia Lopes
7ec8405b4aee6ab5a9747aead0e096b7,7a8c8f8e061da8b05638962072ba6c92,81200,curitiba,PR,Isabella Pinto
3ca03e41e99b1ff6bad537dd6d0d81e5,7fe7c53396464e76c872a04f50bdb0fc,7022,guarulhos,SP,Nora Cardoso
b59948a7b140d0a16d1683138820eed9,4cdcedeadb2f9aeb0ba2ef5f2ebfd042,96015,pelotas,RS,Leticia Martins
73e381c6c1aa902b1fbd65ab87bf830b,f82e47739e7044b27a44d65a789613c7,26900,miguel pereira,RJ,Leo Melo
fbd2a08da7b03d6aa249b3b68ce13170,ac95cdab584cac0e86ce97a5399ecf79,38600,paracatu,MG,Isabela Pinto
b4e82458897304b3a13fa1fdf022477e,65713aa7c3e28a544a24277236997b3a,12311,jacarei,SP,Rafael Santos
f4eee7d403366b7c3262786e1e9a2823,f7acdf2975a3796447c80c839233e1fa,35695,igaratinga,MG,Camila Ribeiro
5bbf0546c8ccf4dcfe02790cd73b6297,c53fc86823fe518b7de9ad5c3b71677e,32470,mario campos,MG,Ryan Carvalho
a215ee5514ab937a137a58f476f4ec71,e520d01b14c310b4469ce675cef5c6d2,7070,guarulhos,SP,Alex Freitas
5bf58eb83a02d505bd17844c4e0983ec,fe59c62fd17bec8e2c80ffa25028f88d,13387,nova odessa,SP,David Ribeiro
7bb3b0d45b4e1a13cd914e4a135e6bd9,286cb34c005540e593bea6045b73bc5a,4115,sao paulo,SP,Owen Monteiro
de0bac8d2ff6055f46241e3939e30a32,beceaa52fb2f761e647222b3cf7ce0b2,88200,tijucas,SC,Isabella Cardoso
aab80f9b1d664586c530e24c6d49b3bd,8024c342feedd9019699fe97a45f987b,35010,governador valadares,MG,Olivia Rocha
656ab3f2a983a8f929dac5a5c00a9edb,9aadd067754a7ee9a33384472d879231,5655,sao paulo,SP,Lily Carvalho
9f07c4abba1bdf08f06ce4710331d778,9aa827c8f91b60445792293946670ef4,97065,santa maria,RS,Valentina Pereira
e78e95c694dc4c2aae6e6975bb58bd48,b7cc980888147c189d96a40756971585,6900,embu-guacu,SP,Alex Campos
1e1ee4caf4aaf60c6f5e95263a294267,7fdec9ff3ee1b114201473991d35fc8e,94010,gravatai,RS,Sophia Nunes
0e24c21be3703d83ec0cccc0a4128d03,c9029d82198cdb73c48cb62dc4b37b67,2452,sao paulo,SP,Zoe Duarte
5dd942894bdbcdaa6721a9f078741749,e6b7b4ad596bdf71bfaf868e68bde43c,87240,terra boa,PR,Leo Freitas
f1f77002ddd90c77d0b905627d66ccc5,7a17664f59925be644711637bd72fe83,89201,joinville,SC,Andre Pereira
09c873413276346d1cbfb566ad323fe5,8ef0b77c8d0915a9288ef6ba53382ecf,94850,alvorada,RS,Fernanda Pereira
f2fb8a49fc3012aa30f76be7f47eaaad,4c41f41b633d192c9142dff3f6743ae7,49045,aracaju,SE,Camila Ribeiro
be4b5e9f7813a8204cfdb7650502cb17,4c694c3b39512b594cf9b896ec458c89,3634,sao paulo,SP,Sophia Batista
82223ce649c99d806610124e8793108a,ac3b6a3dc98ba489701b15c6402be7eb,19800,assis,SP,Layla Monteiro
eb133f781391608caf3443da896ade64,7bf6a12a0bbfad0a1ae0b1c9f5aae2d7,4641,sao paulo,SP,Sophia Azevedo
cb2af73ae8790acc67766c8121b349bf,5e6a352922e29670caf312ca809093e1,5787,sao paulo,SP,Nora Nascimento
bdb599f32a95c53f1c17076217f3db9e,888d3b72871bb77b66838b4b59a7497e,18035,sorocaba,SP,Mariana Nascimento
b75e2045a8e8d24563db59cbe620e8fb,7b8bcdfaf83578e4f23673725df7f3ed,85505,pato branco,PR,Henry Moura
36fbdf474dbc8289005a4112091225ab,2fed10c7ff4a9eb7bcdfa9c0ec08a181,36900,manhuacu,MG,Alex Marques
8b6bdea286edd9e9c17e7aa7b83bba33,d5aa348ef6262fa1375d429bdf1fb17d,1306,sao paulo,SP,Sophia Duarte
99788ef4e91b5e9d8771b66a49441984,f012d0428d09708815ca563418f16d71,11717,praia grande,SP,Felipe Martins
56df34401bf8ec42c9d8eeb28e4af0e0,7d4d746cffd41458907db9b56344357a,3112,sao paulo,SP,Noah Costa
d8dc54bcf643ac8d462307f0260dce98,9d4d90e41c78deb7d96cba3a34d6c752,25975,teresopolis,RJ,Felipe Duarte
06341c02de61d57cbc4f4ed2e5c3f8e1,a2d7165ba64b14ed73dba5cead4ca823,3066,sao paulo,SP,Ethan Souza
d2e0e7fa94fbf4e2a54f40fa1dbb13fe,1f4a3983dbe5e967482c2f5569f962e0,36844,tombos,MG,Ben Carvalho
15a338702a19087b1eacf119cfae08b1,782d02110160b9efdd83f0b5d27376ad,36060,juiz de fora,MG,Nora Araujo
57d884a578f195e27822a2848d78c41a,80c75765d37423d7b0f1982db401530f,81610,curitiba,PR,James Dias
99692122465f0b8cc44a630c0fa2e544,1b3b35aeac8f2ce009f59279efc77ab6,5727,sao paulo,SP,Felipe Duarte
99bef1df3bc670cf9f4def0f9c371fe2,da35742c46291cee09a5feea6c2d284a,15130,mirassol,SP,Maria Lopes
0394ecf7525d430f3caa7c6c625661f1,d53071364684fc8e947339e6f6526fc8,12041,taubate,SP,Gustavo Batista
95f0df1f2f6ec93cecb00ba84f424420,4b318eb7137fa528187f45aa9f73d30a,3517,sao paulo,SP,Gabriel Cardoso
04f257b05acbafc20d4886c8b12d0244,3f4ae4e79252a67d79d15573f5763148,5160,sao paulo,SP,Aria Monteiro
c51e08ffb18c1f0a3a6bd1302aa323dd,eca47d88709730dffaf3f221a8f3e89b,22780,rio de janeiro,RJ,Felipe Martins
9b11cdf7ed97f8277b5c067210c0b472,7ddf6d4ff21a5df486ed1d108109a94b,8615,suzano,SP,Andre Mendes
06fd2ea98fab51c01908f98806798c7c,ac3e0bfc1c22b67c4d7c11c7c78436ac,71926,brasilia,DF,Maria Freitas
90fd95d36b8aa140a8d707170159f589,bab0a43004cdd29ea907667f5b3c7b65,9668,sao bernardo do campo,SP,Ana Pinto
d4a4c83732d4270a8c93260be1c189ed,881c338c2a976c0f6e7d8f317840775c,64047,teresina,PI,Henry Martins
6b512ff5290c944376228994fdb4a2a8,da5d40e473fee06248b1610e35100789,29102,vila velha,ES,Ella Correia
92dd4b87879a4dc3450ccfb6ae1932f2,79ff5d9ba6dc750760a809b0a84d3397,27910,macae,RJ,Ana Cardoso
aafe511008ceeac11be1fdab57f9bd8e,bd226a8af24a46754eb59c04506cf2cb,35195,belo oriente,MG,Eduardo Monteiro
b6d713341aa43613bb22cb5e7c2cf46a,5fb6501e19cae6167698a7753a73f36c,26086,nova iguacu,RJ,Ava Almeida
fbf5039b1d330e60055aa9f3969d3434,d92087333b9c4afb7f6ec9d1258e2ea3,8588,itaquaquecetuba,SP,Felipe Andrade
7a64b719c194a2438f57a7b650ce371d,80d229e87da02e1ccb5b8f7697c823ea,18076,sorocaba,SP,Ella Castro
ba93bb3d4a9e2aec793c0f474a071ae2,d84d21b7b4970bdb535a4527ee55ac35,36016,juiz de fora,MG,Grace Santos
6e83cb3151777d36475c5b2dc6790e11,3c30ca1fb6b033d812406fbd73a6d481,98465,ametista do sul,RS,Marco Reis
247d21dc380c7ca4269050fe3fc1a386,d1c8bf61f09263024c368f9b819c3b00,12970,piracaia,SP,Daniel Ribeiro
77afc934db39b853ba5c0c9216ba557a,a464ae869686cb502a45df7efd21fa2b,13084,campinas,SP,Isabela Silva
0d07d0a588caf93cc66b7a8aff86d2fe,0f75924cbbe60142068f4029d744b724,82310,curitiba,PR,Gustavo Lopes
4c68ad70c37728cd9ee84db3a179ae2d,a6a9bcd5bb8e470411ca79cdc1c6c6c1,89275,schroeder,SC,Mariana Borges
25700734456e911ea55a83b37c50de2e,d5578bbdbd75c1f6ddc549e009b5d618,11677,caraguatatuba,SP,Rafael Lopes
5f094bc01990b97538d746f0cee0e7b7,c81ecdcafcc7319de10767cfe8478c86,5601,sao paulo,SP,Isabela Tavares
a39c5aff6a35952d2c3e41540490513f,d38e93c966eb034025123f0734d7a830,89790,ipumirim,SC,Daniel Borges
91190cc48801929bec7ff38d04fbce23,bfc9c81d08bccfee71b1c5d37eafa6a5,6784,taboao da serra,SP,Isabela Batista
21cd16f0c59d0e20db6ce0ca3b38cd9e,5f5a8e2e9b9bcee839c701ec5862a229,56000,salgueiro,PE,Julia Araujo
e6d43a7376b7de701411a48b85d1375d,a16d0a444127d8e7ced7b700abf2ab59,1309,sao paulo,SP,Matthew Vieira
44273202e14786abae757d5cd54ebba9,d95f9cf8ced1c4fc2f2f05434c3f211d,86300,cornelio procopio,PR,Leticia Moura
66049df7b834608e4ae15027f7fe18df,99a2e18b2faab80fb09c48a366b04ebe,23078,rio de janeiro,RJ,Ben Andrade
7ff290e59c82983e21d8337602e2ff6c,371467d2fc99bed797f8a4e955cd773d,12286,cacapava,SP,Ella Correia
65eaeca6715cc2110a236f3881434876,d581949d9873aa0cccc067932837ec2a,97755,unistalda,RS,Lucas Ferreira
c305237d42bf1fbafd47e1dd16046978,c5a2e92bbe86665e7d28cff81737e94f,41290,salvador,BA,Amelia Lopes
361fdb99ba935f962692efed864a6c72,e4606029a8223c9d47ba6779e2dc602a,4904,sao paulo,SP,Henry Fonseca
