review_id,order_id,review_score,review_comment_message,sentiment
208cb2290f7a335d50efe8c4514186b9,94e3a1e85a53a8ec73ca2453f310aa5d,5,"Wow, this is even better than I expected!",positive
e2b8e7ace19be686157be608e40c55f3,1b74651a2ec8ee2d9e115d444f07f019,4,Pleased with this. A few small improvements could make it perfect.,positive
395c4d003d82c3e8cfccf53309aca72b,e1c8b1502b402a1284350d261a89cb9a,2,"Poor packaging, arrived slightly damaged.",negative
705459ee1e72a2f02a9eff90bb04e426,489d445ae0d85683025845f59deb8a61,4,Pleased with this. A few small improvements could make it perfect.,positive
a537d928ca91b21832f6079ad3a1cf59,2276bb734e4633294d205c492f92ee24,5,Absolutely love this! Exactly what I needed.,positive
c26d26ef5400382d47efb066b192e00e,b4507f69b71b51c75fbdbea7912ee840,5,Absolutely love this! Exactly what I needed.,positive
d3528a742597c34852a6a0b3883f8686,7af34335adbe8e29fa3ef500f9f2c270,3,It's alright. Might look for alternatives next time.,neutral
63d4cd537ea1c0c80afcad5438727f8b,a6e9b80a7636eb8dd592dbb3e20d0a91,4,"Very good, just took a bit longer to arrive than expected.",positive
699469f4730a5393d7304c12e3770d8d,8a73953585d1e53096b1003a5e2dfa4b,4,Pleased with this. A few small improvements could make it perfect.,positive
016abaf45b39538eb415f80bbd0a15a4,ba254174e8ca271319fbd168acd8684d,5,Delivered on time and works perfectly. Very satisfied.,positive
791bdff3149617460a9ba5df7653e20a,54369f1e37831273ce26f463ca306881,4,Pleased with this. A few small improvements could make it perfect.,positive
3282304129fcc6b00b537c31fe21a17e,9d441bf4d514cfefd95dcfd2b22dca0e,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
e7b22b33f3399ab9106214f86e5edf6d,4e08bdd0a71b43ba19f8c0a89c8ce665,2,Had issues from day one. Not worth the money.,negative
004727797fa0aee6e44eef52d8e29d97,f581fb09c9f7d67c2d7035ac36dd49e6,5,Absolutely love this! Exactly what I needed.,positive
385a950b97d99b4f95d6196ef8b4f1c8,00a9536682ecb394a3794c1608200803,3,Decent quality but packaging could be better.,neutral
87d4f1c56c4769bf7e69f326dbcf8fb8,cfcab3d63fc144cd189d0af6e9213053,5,Super impressed with the quality for the price.,positive
d028800212f03ade8edb0203748c0259,36c68e2e8ad21203f7f149a315550bb7,5,"Wow, this is even better than I expected!",positive
a579b1a3a3dd14efcac9cd79b1a2d9c0,caeb9def6ebb2881fa87b103e015e814,5,Super impressed with the quality for the price.,positive
47a9e6e1a6807dc6ebcb3db41d09a60c,a041155864e5141116458291313b35c2,5,"Amazing product, exceeded my expectations.",positive
61ca6d778afbb14c25305ebe5aff2166,9903b060ffcaca9244088e1f834fde2e,5,Great value for money. Couldn't be happier.,positive
24dea03ecb820cbb0f0b37c7523f6257,4c53b2ac030f08c0469e8de45af2e400,5,Super impressed with the quality for the price.,positive
5fe060511e036fb302419d0f0dd3dd41,c576c7d1b3c8437dfb227e02746d74e9,5,Delivered on time and works perfectly. Very satisfied.,positive
468e3f4526eac62fb52b61e046cf14f1,50b8c557d8dd265d4417824162c5888c,4,"Works well, does exactly what it says. Solid buy.",positive
ee32ecc99dd2be6c6a60f185c1dc4341,3e63e45cdcc3ef1367a5d9cc33bd5545,4,"Works well, does exactly what it says. Solid buy.",positive
531cbddd6c3c7bcff22d9c98603d0d25,f8d1f0c2928f268becf4f82b181295c8,3,Took ages to arrive. Product itself is fine though.,neutral
6f77388cb5282448197808f9c0a0942b,fcba992b4475ba26d07f17a27a23096a,5,Delivered on time and works perfectly. Very satisfied.,positive
230ab15de40b18db2e2e61132acab1b3,2be55396cc21a15c826362a670a8a844,5,Absolutely love this! Exactly what I needed.,positive
b7671816ffc5474bff0183df5569d5ef,c870ed0988202f0b857a393392831d06,5,Delivered on time and works perfectly. Very satisfied.,positive
535715c10a5dcfaf30e1af3dcf1e51e8,8ec27c1530740271e94117b9b0168384,2,Not great. Feels flimsy and poorly made.,negative
32a861182e8e9e043a26e5100e4ccf40,faea7789087057a70709d72b02d2a429,5,"Wow, this is even better than I expected!",positive
37d9edce34334ee50dc6eac0f7680a19,07279e06272270e7cb604d1901a4f374,5,"Five stars, no complaints at all. Would buy again.",positive
2cfe9b52787853c8f008a1132d1619be,66e2e7ab183de22fa431c8fc3351bef3,2,Disappointed. Quality is not what I expected.,negative
5c5b58621f5823e854f531498f3e614d,d4086112e1a1dfb1c53e132fd85ab97a,5,"Wow, this is even better than I expected!",positive
a43fa23f11b7626d77a5237bd4c89d12,3bfcb67badce1259bcc45c6fd1daafdb,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
8119eb207d9a2a24763633632d248339,e72b2b30d599a41bea8514270f6b8930,5,"Wow, this is even better than I expected!",positive
9b5500418de400c99c1844c34b4bed8e,e2efd05161881ff66ece867b9221e6df,3,Reasonable product for the price point.,neutral
a3f1a90a1ea0a43288eeacfff7fed63e,b20687804070fdfcbb7a183e9dd0cc1b,1,Never arrived. Very frustrating experience.,negative
37cb6a43837f5c89ae8f0e327721408a,d96877bce74cc0d3a90e346baf151b4c,5,Fantastic! My go-to from now on.,positive
c6c83709b76ebaa0ba73d219eedcb314,d192544ec2b865ca0055b5c559bca196,4,Happy with this purchase. Good quality for the price.,positive
3eaaf136ebc1537c5d798139e43d7ca6,7d8db373393c49a61b22e4688965988e,5,"Wow, this is even better than I expected!",positive
396a511f928dcbb73efeebab1586eab0,4e839b1ce670c701bd83a9d9aeb58969,5,Delivered on time and works perfectly. Very satisfied.,positive
dedbf9847d75ea34bac40cc96ddf54b2,c01ae15e9ff7192925a8aefc04b3672d,4,Nice product. Would have given 5 stars but delivery was slow.,positive
bccd8ae079386495392874c96bc2f4a9,e5269b1523b5dfd5eb71102c6fd3d8d9,4,Nice product. Would have given 5 stars but delivery was slow.,positive
22c9404d6962439ab5b53b3dfc6c5a13,231e2dace3795631b40339ad8c53e5d0,4,Nice product. Would have given 5 stars but delivery was slow.,positive
ebb82a65ec6634eef1d030c982b54451,bb9e3fdfc33f7fe56fd38f6adacf760f,1,Do not buy this. Extremely poor quality.,negative
aa58a5f611deffcf83c7546372832267,aed2da811d45d0cdd0566d83a44f9724,5,Delivered on time and works perfectly. Very satisfied.,positive
63fdf84481d7d818f505ebd0b73eed52,ec34ce0f06a9a35ebf0f0496d595bc84,1,Complete waste of money. Nothing like the description.,negative
49569077f66bc9767b7ec9a050b0d4c2,3296617b0f860015465b3259c42115b2,5,Great value for money. Couldn't be happier.,positive
cb26ae709c1f6012a52d98ebc9f69dfe,7f7198074b26ee520359379a889980fd,3,Decent quality but packaging could be better.,neutral
84cf83199070920cf426149f8944db5d,1e0902a76612d4d2268202f4f00e11d3,5,Super impressed with the quality for the price.,positive
1d7d41b33082301b365987ea34d2d30b,b38b4d329d985b7931f83f8bec9056d2,1,Product was damaged on arrival. Requesting a refund.,negative
2da336a0997986617b46e14647c6327d,c1d5e085a762461d171190ab5fe8cdc9,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
92b3eff2d6a6edd91c6cb2ca82cd7231,2e8cf1097e1516a9e3fae72b8ef97519,5,Great value for money. Couldn't be happier.,positive
af372dceea8860a7a19bf296ecd15dc0,ddb4aab3495ab19d0fa7dbb5aeb703b9,3,Average product. Expected a bit more for the price.,neutral
1da44b2bdea6f21bca2fd388e17bd3d9,941ebebbc2c3685498a892e2a29237c9,4,Pleased with this. A few small improvements could make it perfect.,positive
4ec92699835ad1aa82d739c8db38b21d,663918d7ceace41e4d29388d75162e8b,5,Super impressed with the quality for the price.,positive
aa0dd77c6b16be718e0cb1d48b96938c,41901ef295b6a4e15de7843558af4ebe,4,Really good product overall. Minor packaging issue but nothing major.,positive
140a2a58d1b9b66e4bc0c6a3c66be74b,942e72b3badcc620649a63aca9e9f8a9,3,It's okay. Nothing special but does the job.,neutral
3fd2952aae89e345a13f7a5ca0554245,34c2707d493d8e4ef72b5c8b9fcc76ee,5,Great value for money. Couldn't be happier.,positive
d3c614d2cf9dbcc1cdc03499e7a1fec1,b41e372c4fbebabe98c8f611039981f3,5,Fantastic! My go-to from now on.,positive
cf54f2a2357c1f8845030dc6756ca24b,f0fd20d755f9483ae15892625f3e603d,5,"Wow, this is even better than I expected!",positive
dae10d3a3a48c9755651defac2152d71,67ad45f6efc3483b12ad1dcc36d868b5,4,Happy with this purchase. Good quality for the price.,positive
d7981244c67fd60843628a3eecdf1fca,f393b5ab60dfcc6d8c8000240a1a230f,2,Took forever to arrive and product was smaller than described.,negative
f2fa4b4ab1dbe6d8a53b9a1e0c4ec8eb,8bef37e0a778afcdf32118f376beb9de,5,Best purchase I've made in a while. Highly recommend!,positive
b80037f9e1bbeee42ea1848bdfb4c7a7,a8957020fc3e51e6dcc4e8b13a5af428,5,Super impressed with the quality for the price.,positive
d9798f60fae911375979f7bc12d934d6,1c1898497fc8543e0f31343dc1c31553,4,Happy with this purchase. Good quality for the price.,positive
ed3342eb1493110f9a440a229676f6a4,6e089ddde2c178b6b61fcdda22c9e84e,4,"Solid product, meets expectations. Would recommend.",positive
1f57ecb3f93be658c338ed216bab4096,afffe744c625af23449137b8f832e630,1,Product was damaged on arrival. Requesting a refund.,negative
98541137b2b23000101e4c066e2e28f9,ce6b3b598089dc75751e6f6d7a343417,5,Perfect! Works great and looks even better.,positive
a24ca6c8083e2af0a4fec9284aab197b,65b76eab1b7bef2a037efa6611e3b021,5,Top quality product. Will definitely be ordering more.,positive
73b0cf95518af3c9bc4612a69ba330c5,d24e8541128cea179a11a65176e0a96f,4,Happy with this purchase. Good quality for the price.,positive
a646c3106b4a61862a6010448577e1fe,0961e67affdacb23a647b67618e2bc70,4,"Works well, does exactly what it says. Solid buy.",positive
0d061e8b65c61987407e33de9cc076a5,366b94daa22781675a0ffffbcbd517a9,3,Reasonable product for the price point.,neutral
e880864e64f669aea8904ee3f201875c,00789ce015e7e5791c7914f32bb4fad4,5,Top quality product. Will definitely be ordering more.,positive
fee1c6652bf96561a45a0384a9dfc555,34c2654b609f57f294795b5131b7c7d9,3,"Not bad, not great. It works but feels a bit cheap.",neutral
4ed321cee6ea37ba6e866b89dd28d298,a4c94baa526c2e39251e807cda61c524,4,"Good quality, comfortable and well made.",positive
3dbdbf3447574c41afc967fa47f37a35,d5fbeedc85190ba88580d6f82d1d5ed3,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
72149ae9f715669e9ca0904ff846b1b7,60a492c2bbc08611ea853991c8cc8515,5,"Amazing product, exceeded my expectations.",positive
b1492520acf2d40b2874f91c31140b24,a83bb8ac33348c821f5d1062e6aa2027,5,"Amazing product, exceeded my expectations.",positive
3d1378c1b772af57a1e6fd6e3e387b44,882554ccc6f6b9d99fcab37ef645ed14,5,Top quality product. Will definitely be ordering more.,positive
4181c5b4cb24ae34dd6d2f54053b3b32,9560aa739add27151f49eb54dc654667,3,"Mixed feelings. Some aspects are good, others not so much.",neutral
75d2411e3139d84f0950f650d1e0eb44,59b3620bcd4c286333b2db46533afe81,3,Reasonable product for the price point.,neutral
cf467b4a7022b19868358b70090c7f2a,2e99433024f415d8bda635a5f0615a25,5,"Amazing product, exceeded my expectations.",positive
10ca7b2f2b9c234ea21fa3e24d64627c,962deb19ddb93d915e52a727506752df,5,"Wow, this is even better than I expected!",positive
08a92cebf9a4f88f48dd916f24c45951,90da6c29892f7992fba135aae37af2eb,1,Worst purchase I've ever made. Very disappointed.,negative
0a706b513b7b8e223c30253b990ae789,5f827831438fdab57e6b6b98328b360e,5,Top quality product. Will definitely be ordering more.,positive
0d5af1d93ce71f36533b201e901590b1,2fc58fd97ab3288872ad6b35bbd712c3,4,"Works well, does exactly what it says. Solid buy.",positive
557334e27f836d41723b5babdcd3817b,4050a0495b8fab90bb5285f6c37d61e9,5,Delivered on time and works perfectly. Very satisfied.,positive
083608d895f834151c01654b21a1c03d,49d85b61244a54a41fd61ce06cca96d4,3,It's okay. Nothing special but does the job.,neutral
d6c11f3fb17252c2fbdbe34b5360d862,059cc0a6e41682f072113815225a5ff7,4,Really good product overall. Minor packaging issue but nothing major.,positive
49520a7b95778eb6d1ef6466c26d7f3e,0572c996d9b4a7645bb071a158a64bbb,5,Top quality product. Will definitely be ordering more.,positive
9c750e5844b5234fa334c78475f77be6,531694ee49280f6c3d2febd2c0f5334d,1,Awful product. Returning immediately.,negative
570aa3e4146db01db2bb1a8f37e6cb23,14a031b045ef8ce4a2b6e08d1fc5623b,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
b6840b743c8a7d84c2147a5d353aa361,f1d056481e80b7b6497cfb119277451e,5,Great value for money. Couldn't be happier.,positive
65e402976d6fea7fab3070abd10f111c,54e21f5480d90336080ff89ec1ba503e,3,It's alright. Might look for alternatives next time.,neutral
6cb2e360d7f32f17d46f5921b51eabd7,53345dc7af2a7b39baff492cdc8005c1,5,Delivered on time and works perfectly. Very satisfied.,positive
a810e7f2387b78efda518ebfd73380e8,48755ebcffac911029c4d20f6ac536ac,4,"Solid product, meets expectations. Would recommend.",positive
7d8aaa03b3cf696b4fa8b73e5a4ec660,599c2d88fb3c46093862da1d28b2dd49,5,Great value for money. Couldn't be happier.,positive
199b2fb8ba987f5e714f4c1fc41ba848,955e98990e1c4029c87982539f3bfe93,5,Top quality product. Will definitely be ordering more.,positive
19f6520280be69addd20b91e1f457a7e,d00e79f339bb76a1b6dbcc8cb41934e7,5,Best purchase I've made in a while. Highly recommend!,positive
6ab961f543cf000127f2b41e7b3fb30b,b737d0aece7ff528ec36941e12664817,5,"Amazing product, exceeded my expectations.",positive
c0c84bf9fac5c337a205232f04e02b41,1df5ad6aeceb5bb17ae3e7a095592d23,5,Delivered on time and works perfectly. Very satisfied.,positive
5d66ce2e0faa0b030d35640df5689711,8aad1f0c6ff336608e58eab9851f7ead,5,"Wow, this is even better than I expected!",positive
e50017ee4c815b0de374faf9fd278322,f2963764a8f4f435ab860e2e8c633d39,3,"Not bad, not great. It works but feels a bit cheap.",neutral
82acfa2a545d12b6b889550491eff64e,dabe75dc242585e529fea2c265e70da3,5,Top quality product. Will definitely be ordering more.,positive
689de8cb4fd779a82361dc0a3500c23e,09d8a4bcd943fd4bfc7dd6b64b7c328e,5,Delivered on time and works perfectly. Very satisfied.,positive
bb5a44bfe1d17fe278f7c14c375df98b,c2fd626797fb5ca566e69305eebca31a,1,Worst purchase I've ever made. Very disappointed.,negative
29aeeca2ed21aedc552cc21421eeb983,cc2999bc678cab0949b90c4759d7a284,5,"Amazing product, exceeded my expectations.",positive
d4aec5abfe83d92687c3697a98d50667,5ac3fcbc8dcadd9d700bd4dea8aca74d,4,"Solid product, meets expectations. Would recommend.",positive
90cec37b862139664882b98b96312b85,d3f9898585d009b6f743c6c53739232d,5,Top quality product. Will definitely be ordering more.,positive
23b54c0bc81aa99347207c68af86dabc,7c4281b08578a1e5e13e56814b3c6123,5,"Five stars, no complaints at all. Would buy again.",positive
9bfbb8a367c2766f18e1d8c74f74c95e,dbb7c264b7caf9353bda0d1eafc4322c,5,Delivered on time and works perfectly. Very satisfied.,positive
0ba3dfc866351b41e329667b202c5216,6aa2fc0ec99ae145158d9f9f790ada82,3,"Not bad, not great. It works but feels a bit cheap.",neutral
5869bab50d7f85ef01f9f3954963a4de,23558e6c96b846224ae65c90217b9caf,5,Absolutely love this! Exactly what I needed.,positive
c019fff8ca0b5970822b8930ad1d945b,b573a7a3724543c6604ac157a2194699,5,Best purchase I've made in a while. Highly recommend!,positive
a01cf16e0129c500c015cb3bc19ed128,ab27a99818cdb3007d7a107f62ab4aea,4,Pretty good! Slight colour difference from the photo but still nice.,positive
1678c0b0c673dd885d42cd0c39d07319,4a1c3a5476f1ec2b160b6ccd4e8d8719,4,Happy with this purchase. Good quality for the price.,positive
3f9ae02b5b09c819a1c6880c5449b7be,23c0ee95c373bc03c130af0736cb6101,4,Nice product. Would have given 5 stars but delivery was slow.,positive
f3cb6ec8ea25d2da084ad439e68d9229,86a6d09b2d1149ef6c9e0f8bf09d3a7b,3,"Mixed feelings. Some aspects are good, others not so much.",neutral
6c55936b2a44ea148eb02eb8dd4e3fc4,0b23ff20645a72c0c1183b6b8ba15719,5,Perfect! Works great and looks even better.,positive
d0f81de2ce70e0f3056abc77ab56087d,ca843d205ec288c96c0133bc678c44e8,4,Does the job well. Happy with my purchase.,positive
25bb14b16fb3638fded16b7aaa12aab7,bbb45005fd322e2f3349b9b764a34d50,5,Delivered on time and works perfectly. Very satisfied.,positive
5850104ca56dfe9c96a2b2406e3ec638,e5ab0577510f6cf1d376b14deab49b24,4,Does the job well. Happy with my purchase.,positive
1130c47ce90956697797af1b9e206a7e,c89051e4897cdf9edda25069d5414a2f,5,Best purchase I've made in a while. Highly recommend!,positive
64be44dcef693892cce5e7c9268df339,3ee6694bb99d5a6db0deceffcd099597,5,Delivered on time and works perfectly. Very satisfied.,positive
6358de585ddca379f5320cd6f9a2a608,cef5e3ca97aed8bc63fe5f55a26633a6,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
c562ca2d5029940e9dbbc39f60952143,134383561b50fa8eca9c19b2c792d74c,1,Terrible quality. Broke after first use.,negative
41e3459f55b302caeecc3c100eda791a,80000ae9d118d79953522e35cce34f13,4,Pleased with this. A few small improvements could make it perfect.,positive
47fb67340ddf25b0925fe673a3ff14c1,b3111cd50c7a34635433d6a557a6bf64,4,Pretty good! Slight colour difference from the photo but still nice.,positive
ca79d98533c33a3d9bfb194e87fd0100,0ebc490cadb55779894fe2a498e64439,1,Never arrived. Very frustrating experience.,negative
d7b9e9e361b04a1893f73db335042e35,f05ef3ecdb7796d93e204c0a7ab76759,5,Super impressed with the quality for the price.,positive
6c056cb57b4bbe66ce3eb2a02a723c33,70651ffdcac01fcb5e75f222120d627f,5,Perfect! Works great and looks even better.,positive
3d9785698f04675afca20c826a38499a,a6684913599fe52e243ed5d52a2ab57b,5,Top quality product. Will definitely be ordering more.,positive
466b440bc1e0ca38fe67cfbd53ed3c56,42c8c432478c96a21d6b78c5350ccd28,4,Pleased with this. A few small improvements could make it perfect.,positive
226e2e224524a3241321947a1098cb28,5890a9968745a4abfa3f8b06cc29803d,5,Great value for money. Couldn't be happier.,positive
cf63c64140f2845e14395592fac8d299,0dd96ab2fca2927658c83b7e2e954ec9,5,Perfect! Works great and looks even better.,positive
c9a1f2403bd9117d0c4b219322d71291,2ba6e26fe85d1d6a13cc4d830c88c1ea,4,Pleased with this. A few small improvements could make it perfect.,positive
e63fd3bb3be3d76d581a5d45c5a77253,a1991f23b5a551188b16f0cc2105441a,5,Absolutely love this! Exactly what I needed.,positive
e094b68d4516516cf5309ec13ef48185,9885b9682bcb820c6a33464aa0bc683f,4,"Good quality, comfortable and well made.",positive
c864d7ec3ced3f441f9b6d45d78e1f8f,fbf7da560930fa17715f1fa8e0b4ac81,5,"Five stars, no complaints at all. Would buy again.",positive
4f35ec48723322c3c8eb76d1483f99c2,3faea9ccc65ef88c63119314772b5598,4,"Works well, does exactly what it says. Solid buy.",positive
ec250d197e657aab325684d527f53cfe,33c6c0bb53e5f6b668bc9d9c2eba769f,5,Super impressed with the quality for the price.,positive
b92c0d6d700579f3901258bb92821428,92f626e07da597fcb22e29a0a5d9f2c3,1,Worst purchase I've ever made. Very disappointed.,negative
8bf10b39ba1205029ce3be0f24c7bfaf,166006e25a9d9a411e8094e0237104e0,5,"Amazing product, exceeded my expectations.",positive
6047838dd8a5dbb8c9ba0ff132ad9748,0190e75feb05f78ccb1b56853ca4f6cb,5,Best purchase I've made in a while. Highly recommend!,positive
f85272c88581bf5fbd3f19bf226155a4,48e081b41ba80f4327ded0c709f696bb,5,Perfect! Works great and looks even better.,positive
07eea78b85cbde03e0a6b298dbbbbc90,25876bdef3cecd304a7be7b88c6522df,5,Top quality product. Will definitely be ordering more.,positive
26979e5e51bf82035804a352d9f58dc0,61091d227e531114d8759b1372ba1d48,3,It's okay. Nothing special but does the job.,neutral
535b7712eeca2786357101586e3ff379,111cad04d7595482f30e12764539fcbc,5,Great value for money. Couldn't be happier.,positive
2c8085c00b5cce9849b6e3dfe1f518b4,3a48b55756a18df2a80f25a120eac75e,1,Terrible quality. Broke after first use.,negative
122a1c2dbe10fa3269b698ba0451f4b7,bcc74496281fa806f6939a8d8f80f232,5,Super impressed with the quality for the price.,positive
cf4134f0bb2a437987b0103478b43432,800447e795f2bcf1009e0b2a88d05bbe,5,Great value for money. Couldn't be happier.,positive
e253b755ab4e38930312e2bd7cec1805,ce8502b200546c12a54e51a65f313f34,5,Super impressed with the quality for the price.,positive
